FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,530_30 Blue B-A,582_15 YG D-A,Time
75128,49364,99740.5,135010,88084,100450,10224.8,3331.02,1.09
73043.2,54166,88375.7,92344.6,69110,87569,984.83,2631.42,1.105
86407.2,62885,90049.8,114373,81925,91493.2,26126.9,2488.86,1.117
43916,33493,85930.8,78074.9,59333,86237.3,12688.1,1960.2,1.122
64071.2,51040,82268.2,116138,95224,79929.9,1268.19,1983.3,1.124
92016,68844,87594.6,93276.3,66812,91494.8,13113.9,3371.28,1.135
74039.2,52016,93283.5,105360,70368,98125.1,16433.3,4414.08,1.142
57862.4,44850,84550.1,95971.3,73762,85268.5,27444.3,7162.32,1.143
77868,54146,94248.1,114978,72858,103423,4938.78,2267.1,1.145
77844,54643,93362.1,118226,83367,92939,18227.4,6190.14,1.153
40032,30740,85346,75456.1,58756,84163.2,4811.73,3987.06,1.154
54656.8,38937,91994.5,108337,77737,91333,31864.9,7176.18,1.158
64194.4,43017,97799.6,106533,70985,98354.9,8414.56,3264.36,1.163
89020.8,64979,89783.9,94981.8,68867,90387.7,1689.38,2627.46,1.163
76495.2,56749,88339.7,96598.8,71312,88774.7,3394.93,3765.3,1.166
57808.8,47609,79576.5,82186.7,68388,78759.3,1575.42,2364.78,1.17
28692,23910,78643.2,80278.7,66070,79629.8,17255.7,5891.16,1.174
107116,81140,86516.6,113848,86584,86172,46121.5,5665.44,1.181
53766.4,43189,81586.4,79249.9,64169,80938.2,2673.44,2788.5,1.186
102978,71983,93755.4,104551,68571,99923.8,26247,5802.06,1.186
93232.8,69788,87552.4,144562,108216,87547.3,5099.71,2361.48,1.19
93495.2,68034,90062.3,101031,72518,91303.7,1573.11,2059.2,1.19
114833,80432,93565.8,115187,77232,97743.4,5031.18,3430.68,1.201
83107.2,54405,100111,135172,85829,103213,34816.3,1885.62,1.201
70196.8,54449,84490.4,154113,113529,88963.7,5832.75,5839.68,1.206
61958.4,48165,84304.1,70087.7,55393,82921.5,1158.85,3078.24,1.213
81521.6,52652,101470,115050,74385,101363,12889.8,4348.74,1.22
62874.4,50011,82392.6,68088.8,53839,82881.7,2992.99,3830.64,1.224
69225.6,50332,90136.9,79200.7,58481,88755.2,1639.33,2942.94,1.227
74366.4,55890,87201.2,113155,81234,91288.7,2936.78,2225.52,1.228
69922.4,49264,93017.9,97561.3,69428,92092.2,23401.8,4938.78,1.233
45481.6,34041,87561.5,119121,89469,87256.3,19256.2,3482.82,1.235
107176,74427,94372.8,116568,78603,97189.7,35786.5,6558.42,1.237
109666,76926,93428.7,106011,73502,94521.3,20542.1,3566.64,1.243
81799.2,60148,89126.7,102436,77052,87126.3,17125.6,4443.78,1.248
56311.2,45326,81419.3,85995.1,71662,78643.9,1538.46,5361.18,1.25
80622.4,57485,91913.9,158505,106857,97212.2,8412.25,3647.82,1.251
65853.6,48353,89255.7,126660,89525,92720.6,24157.2,4801.5,1.253
41506.4,33328,81618,111488,89284,81833.8,2804.34,1997.82,1.267
59794.4,46486,84298.2,85914.3,66838,84240.7,1781.01,2577.96,1.277
72832,57524,82976.1,87774.6,68428,84065,8797.25,3152.82,1.282
45767.2,35289,84995.3,84425.9,68045,81312.9,6804.49,2057.88,1.282
68124.8,50364,88647.2,124701,92977,87896.9,26121.5,4695.9,1.291
40312,33101,79812.9,78665.5,64669,79720.2,6861.47,7194,1.293
47855.2,37803,82962.7,73516.5,59855,80494.2,22333.8,3435.96,1.31
97508,72071,88666.5,98148.8,69811,92138.5,35281.4,2308.02,1.31
130814,89999,95257.2,141093,94287,98069.6,27006.2,5254.26,1.314
38476.8,31484,80092,74833.2,63704,76985.3,10536.7,2459.16,1.315
64628,48063,88123.1,127891,101355,82694,1987.37,2666.4,1.321
62800,50315,81797.9,62289.1,50795,80365.8,25766.5,5334.12,1.326
60973.6,47225,84615.5,86381.7,66989,84508.1,1365.21,2043.36,1.336
123633,76468,105958,128549,78324,107561,31984.3,3313.2,1.344
58710.4,47240,81448.9,87023.1,67621,84339.9,2373.14,2752.86,1.35
47106.4,37888,81481.3,94646.1,73928,83902.3,8573.18,3351.48,1.353
57489.6,42865,87895.5,133795,97305,90112.6,4703.16,4121.04,1.366
63856.8,50437,82973.2,86392.5,72357,78248.4,2738.89,2173.38,1.368
87681.6,60057,95680.8,141881,92260,100784,20452.7,2341.68,1.371
109177,79685,89791.2,136434,102621,87129.7,13277.9,3496.68,1.376
65940,49512,87280.7,98814.1,72892,88842.1,4193.42,3886.08,1.378
82628.8,59828,90512.2,129710,95400,89105.3,18173.5,2286.9,1.387
80987.2,62496,84926.7,84487.5,65776,84179.2,20108.5,4178.46,1.394
62012.8,44013,92338,102322,69853,95998.6,7979.51,5307.72,1.396
50545.6,37600,88099.9,115567,88192,85878.5,1399.86,2172.06,1.396
102812,70044,96195.1,135479,89160,99582.4,3512.74,2473.02,1.399
71621.6,54811,85636,77066.2,58843,85832,3978.59,1811.04,1.401
45598.4,36521,81825.2,78348.3,62969,81542.2,5844.3,1805.1,1.401
114482,83903,89421.3,117362,87618,87783.6,7202.58,3331.68,1.404
78768.8,51684,99879.9,132973,86544,100695,19136,6988.08,1.405
69850.4,48022,95325.4,128792,85618,98583.2,6745.2,3385.14,1.426
80595.2,59537,88716,89397,65797,89042.4,17462.1,4788.96,1.429
83496.8,62664,87323.6,70635.9,55841,82899.6,1294.37,2791.14,1.431
46372.8,34161,88963.7,158947,107677,96740.9,3444.21,5855.52,1.433
67748,48283,91956.4,96856,67979,93375.2,17746.2,3948.12,1.44
129574,90880,93439.6,113952,81468,91667,5698.77,2665.74,1.446
65660.8,51796,83078.7,95570.9,77856,80447.6,27151.7,4250.4,1.452
47996,36024,87315.8,149573,114616,85524.1,20870.8,5941.32,1.455
147139,98524,97873.8,141249,88581,104502,72632.6,5933.4,1.457
87812,64080,89807.2,128354,90788,92653.6,29556.4,3255.78,1.465
49564.8,38093,85272.3,113908,87769,85053.4,26766,6299.7,1.466
49489.6,39944,81197.4,103270,80140,84451.1,17297.3,6479.88,1.466
58686.4,44782,85884.3,61564.6,46970,85899.4,34717,3287.46,1.473
68988,53036,85247.7,100545,79249,83147.1,28429.2,6957.06,1.478
62167.2,47607,85579.6,63408.7,50339,82551.4,8734.88,1798.5,1.481
62136.8,48764,83508.3,65732.6,52469,82102.8,5583.27,3486.78,1.486
42440.8,32170,86459.4,115636,86762,87346.3,17223.4,2556.84,1.488
62762.4,48091,85529.4,80391.1,64299,81937.7,15741.9,5885.88,1.489
66727.2,53633,81536.3,106255,86845,80183.1,18670.2,3421.44,1.497
76003.2,58117,85705.5,146586,110789,86711.1,1526.14,3542.88,1.499
103527,74202,91436.3,101357,68286,97275.6,2486.33,2069.1,1.502
47800.8,37829,82811.4,111326,87013,83847.8,8274.42,6132.06,1.503
72344,56897,83328.4,70507.4,54917,84141,12028.2,7133.28,1.508
60666.4,44129,90095.7,108493,71361,99637,11965.8,2280.96,1.509
109822,78097,92158.1,128801,90281,93498.1,17827.8,3375.9,1.526
59636.8,48621,80384.1,84927.9,71837,77478.7,13899.3,6000.06,1.53
53152.8,38916,89511.3,78630.9,59268,86946.6,2256.87,2723.16,1.533
56204,43020,85620.3,71496,54821,85470.2,5287.59,3087.48,1.541
50705.6,39098,84992.6,85316,66842,83649,6047.58,2661.78,1.542
91286.4,64416,92873.6,103581,67920,99945.5,10219.4,4037.22,1.544
71742.4,51903,90586.5,110086,77627,92939.4,4760.91,5200.8,1.551
53147.2,43815,79494.6,68295.9,59511,75210.3,26233.1,6314.88,1.554
78302.4,57669,88984.1,108308,77949,91060.6,21468.4,1846.02,1.556
65676.8,50977,84434.1,73112.3,57193,83777.5,13531.2,7113.48,1.559
48189.6,38987,81005.3,80430.4,66063,79788.7,11828.7,2470.38,1.56
33010.4,27767,77911.5,200838,170711,77101.6,14667.7,5291.22,1.563
57080.8,44620,83837.9,80428,60232,87510.5,23547.4,3999.6,1.575
37969.6,29128,85429,138145,108248,83636.3,9812.88,5243.04,1.58
78301.6,56712,90484.8,125153,90296,90834.7,12231.4,6700.32,1.585
52493.6,40348,85263.7,86339.3,64197,88140.2,4099.48,2476.98,1.586
107428,82393,85449,117631,90201,85465.1,2459.38,3156.12,1.587
63342.4,43390,95672,110142,71939,100338,29224.6,2737.02,1.589
80146.4,60192,87262,94418.2,69744,88721.5,21791,4100.58,1.593
54312,41449,85874,105394,83005,83212.9,21779.4,1945.02,1.598
62054.4,47112,86321.9,69152.9,54364,83364.1,25018.1,3148.2,1.599
45924,33217,90606.5,134609,91761,96138.2,16136.1,5868.06,1.608
68881.6,47378,95281,137569,94706,95196.9,1830.29,3767.28,1.61
51128,37477,89407.5,87176.3,66365,86087.4,20808.5,2036.76,1.612
58064,42921,88657.8,91545.3,68036,88181.4,16290.9,5808.66,1.617
78578.4,57940,88880.1,75416.1,54920,89994,1616.23,2172.72,1.628
75976.8,58148,85630,89788.9,68152,86342.4,11691.7,1884.3,1.631
53251.2,41217,84670.7,111575,86297,84732.9,2167.55,5682.6,1.631
91602.4,66045,90896.4,126274,92489,89475.3,10884,2744.94,1.632
41687.2,32962,82883.7,101333,83318,79706,26603.5,2343,1.635
28669.6,23472,80048.2,125358,106596,77071.2,23419.5,6739.26,1.636
62485.6,46115,88801,97683.7,75271,85050,17194.1,2936.34,1.641
60603.2,43904,90463.1,142172,89280,104361,15580.9,3127.08,1.641
94678.4,73383,84554.2,98561.5,78855,81914,1034.88,2071.74,1.648
42737.6,33029,84799.8,80994.8,60937,87107.5,9313.92,1842.72,1.653
53281.6,39505,88390.4,157149,114769,89736.2,27430.5,5461.5,1.654
35753.6,28804,81348,110192,86556,83432.3,14138,5353.92,1.658
60401.6,46441,85236.8,99592.6,79917,81671,2006.62,1825.56,1.66
89315.2,65860,88875.8,99772,77756,84092,15627.1,2215.62,1.663
29723.2,24461,79634.5,79286.9,68416,75949.3,6460.3,4723.62,1.668
65368,49816,85995.6,98262,77381,83220.7,18796.5,4049.76,1.671
62710.4,49817,82497.7,102445,82857,81028.9,14566.9,7057.38,1.677
87516,66217,86616,123255,94973,85051.7,994.84,3156.78,1.691
107104,70393,99714,151456,98345,100929,45303.7,6210.6,1.696
32576.8,26055,81940.2,141086,105599,87559.4,2069.76,2341.02,1.698
62008,44228,91882,120105,79392,99143.2,29191.5,4237.2,1.705
76978.4,55120,91525,85067.3,59876,93108.6,11895.7,2300.1,1.706
62987.2,45505,90713.8,116531,77445,98611.6,1521.52,2193.18,1.726
78364.8,51596,99537.1,124516,83560,97657.7,2263.03,2475,1.726
69769.6,53412,85606.6,57440.5,45888,82034.9,9079.07,6650.16,1.728
71672,49531,94831.4,127019,83643,99522.1,26150.7,4868.82,1.737
50684.8,38369,86571.9,92035,75309,80091.5,2681.14,2273.7,1.737
78101.6,61849,82757.5,128694,101497,83096.9,1078.77,4002.24,1.739
60817.6,42591,93581.8,111551,76959,94993.2,23550.4,3500.64,1.741
