step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
ba4,ba1,wuhan,ba1,wuhan,wuhan,ba4,ba1,ba1,wuhan,wuhan,ba4,ba1,0.0015367584185069574,0.0009555121638922327,0.0004179193170913001,0.0008783621835833917,0.0007878615373545837,0.0008495761985511572,0.00027829048406612295,0.0009000333846877854,0.0011556301094841758,0.00023513420960814496
ba4,ba4,ba1,ba4,wuhan,ba1,ba4,ba4,ba4,wuhan,ba1,ba1,wuhan,0.0008368293159584997,0.0003659886134286396,0.0006467036229284032,0.001048953439160977,0.0005063837155141707,0.0009792478303662297,0.002239246712571569,0.0002737328045005893,0.0018702096332623807,0.001130458971941777
ba1,wuhan,wuhan,ba1,wuhan,ba1,wuhan,ba4,wuhan,ba4,wuhan,ba1,wuhan,0.0008348978852753533,0.0009069251313307453,0.0017648441174663672,0.003020446875202568,0.0018806988541994292,0.00198523318985319,0.009700360467622389,0.0011555900969565508,0.0021286795305276497,0.002613403240251237
ba1,wuhan,wuhan,ba4,ba1,wuhan,wuhan,ba4,ba1,ba4,wuhan,ba4,ba1,0.001321500001167107,0.0010986958410811219,0.0009485880747586908,0.002679297698589321,0.002627574651211326,0.0018655468654123464,0.0010301780644971868,0.002031248884183852,0.0010683985776345803,0.0004363316548519613
ba4,wuhan,ba4,ba1,ba1,ba1,ba4,wuhan,ba4,wuhan,ba4,ba1,ba4,0.0031037965243518443,0.0006671291010800648,0.0005937899090983436,0.0010370866321882356,0.00010671144354654117,0.00014539110849277746,0.0018890775935007265,0.0006022128449291996,0.00072256232232441,0.0016786587080225078
wuhan,ba4,ba4,wuhan,ba4,ba4,ba1,wuhan,ba4,wuhan,wuhan,ba1,ba4,0.001687035388829884,0.000983752998834261,0.0005337299012918329,0.0009595284371450545,0.00013771248559457796,0.0002123378388468316,0.0009355589169547278,0.001494466639508849,0.0002009457241031692,0.0012974622209875465
ba1,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,ba4,ba1,ba1,ba4,wuhan,0.0001683857908904863,0.00028068268412690224,0.00042243985513779503,0.00142002821146771,0.0007285815551196837,0.0008286080409511219,0.0025613924827886676,0.00030963106185245766,0.000503142567604023,0.00031059321859219243
ba1,wuhan,ba1,wuhan,ba1,ba1,wuhan,ba1,ba1,ba4,ba1,ba1,ba4,0.000704016269295377,0.0005884383966480146,0.001091875756646736,0.001073507317825725,0.00027644805920670144,0.0002847192448180428,0.002496909887820006,0.0006981391634439867,0.0002470108901454407,0.0017860399000825817
ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,wuhan,wuhan,wuhan,ba1,ba1,0.00038967316312377056,0.00013026073416609612,9.149233435297113e-05,0.00021946362652071555,0.00016876349247127141,0.00013576026607797873,9.214965948658513e-05,0.00019180824468843552,8.549720949501281e-05,8.64797590858401e-05
ba1,wuhan,wuhan,ba4,ba1,wuhan,ba4,ba4,wuhan,wuhan,ba1,ba4,wuhan,0.0005600033939643256,0.0006609714601737342,0.0012720385719938996,0.0024633973768710556,0.0020128973675011042,0.001761527458241302,0.004473827284928038,0.0006952117298137129,0.0009250463101919314,0.000661119630561879
ba1,wuhan,ba4,ba1,wuhan,ba4,ba4,ba4,ba4,ba1,ba1,ba1,wuhan,0.00029496778908421034,0.0006193513993573723,0.0009278418795766182,0.0015232890411467827,0.0008296361125459658,0.000760148101271553,0.005190051700315968,0.0003754367893992514,0.0016632066434575173,0.0010743743664991994
ba4,wuhan,wuhan,wuhan,ba4,wuhan,wuhan,ba4,ba1,ba4,ba1,ba4,ba4,0.001188060204818225,0.00021797540882008924,0.0003124193038426354,0.0005479006678041544,5.3970078764947947e-05,5.969539828209507e-05,0.0008628543680290633,0.00025106957931450054,0.00015633263545161377,0.00046106861457776896
wuhan,ba4,ba1,ba4,ba4,wuhan,ba4,ba1,ba4,wuhan,ba4,ba1,ba1,0.0011941505097452542,0.0013684996955490689,0.0006055960538895909,0.0014067988315825683,0.0013554685461692985,0.0016337730289449862,0.0004951261677572753,0.002727291384220694,0.0003274872595739097,0.0006086241229040982
ba1,ba4,ba4,wuhan,ba1,wuhan,ba1,ba4,wuhan,wuhan,ba1,ba4,ba4,0.0004100639782107471,0.0005833207441576518,0.0010340143704802775,0.0010041276602781354,0.00013931927083121095,0.00020087456880956293,0.0015559717569551413,0.0005614209463917307,0.00013547134845848244,0.0005435304650143509
