path_rank,path,step_0,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13
316,0000000000000->0000001000000->0000011000000->0000011000100->0000111000100->0001111000100->0001111001100->0011111001100->0011111101100->1011111101100->1011111101110->1111111101110->1111111101111->1111111111111,0,64,192,196,452,964,972,1996,2028,6124,6126,8174,8175,8191
317,0000000000000->0000010000000->0000110000000->1000110000000->1000110000100->1000110010100->1000110010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,128,384,4480,4484,4500,4501,5013,6037,6045,8093,8157,8189,8191
318,0000000000000->0000000000100->1000000000100->1000001000100->1001001000100->1001101000100->1001101001100->1011101001100->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,4,4100,4164,4676,4932,4940,5964,5965,5997,6125,6127,8175,8191
319,0000000000000->0000000000100->0001000000100->0001000001100->0001100001100->0001110001100->1001110001100->1011110001100->1111110001100->1111110001110->1111110011110->1111111011110->1111111111110->1111111111111,0,4,516,524,780,908,5004,6028,8076,8078,8094,8158,8190,8191
320,0000000000000->0001000000000->0001000010000->1001000010000->1001000010001->1001100010001->1001100110001->1011100110001->1111100110001->1111100111001->1111101111001->1111101111011->1111111111011->1111111111111,0,512,528,4624,4625,4881,4913,5937,7985,7993,8057,8059,8187,8191
321,0000000000000->0000000000100->0000001000100->0000001100100->0000011100100->0000011100101->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,4,68,100,228,229,4325,4333,4335,4351,6399,6655,7167,8191
322,0000000000000->0100000000000->0100010000000->0100010000010->0100010000011->0101010000011->0111010000011->1111010000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,2048,2176,2178,2179,2691,3715,7811,8067,8075,8107,8171,8187,8191
323,0000000000000->0000100000000->0000100000001->0000100000011->0000100010011->1000100010011->1100100010011->1101100010011->1101100110011->1101100111011->1111100111011->1111101111011->1111111111011->1111111111111,0,256,257,259,275,4371,6419,6931,6963,6971,7995,8059,8187,8191
324,0000000000000->1000000000000->1000001000000->1000001000010->1000011000010->1000011010010->1100011010010->1100111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,4096,4160,4162,4290,4306,6354,6610,7122,7123,7155,7163,8187,8191
325,0000000000000->1000000000000->1000000000001->1000000000101->1000000001101->1001000001101->1001100001101->1001100011101->1011100011101->1111100011101->1111110011101->1111111011101->1111111111101->1111111111111,0,4096,4097,4101,4109,4621,4877,4893,5917,7965,8093,8157,8189,8191
326,0000000000000->0000100000000->0000100000010->0000100000110->0000100010110->0001100010110->0011100010110->0111100010110->0111100011110->0111110011110->0111111011110->1111111011110->1111111111110->1111111111111,0,256,258,262,278,790,1814,3862,3870,3998,4062,8158,8190,8191
327,0000000000000->0000010000000->0000010000010->0000010000011->0000010000111->0100010000111->0101010000111->0101010100111->1101010100111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,128,130,131,135,2183,2695,2727,6823,6831,7855,7919,7935,8191
328,0000000000000->0000001000000->0000001000100->0000101000100->0001101000100->1001101000100->1001101001100->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,68,324,836,4932,4940,4941,5965,5997,6125,6127,8175,8191
329,0000000000000->0000000000100->0001000000100->0001000100100->0001010100100->1001010100100->1011010100100->1011010100101->1111010100101->1111010101101->1111010101111->1111011101111->1111111101111->1111111111111,0,4,516,548,676,4772,5796,5797,7845,7853,7855,7919,8175,8191
330,0000000000000->0000000000100->0010000000100->0010010000100->0110010000100->0111010000100->0111110000100->0111110000101->0111110001101->1111110001101->1111111001101->1111111101101->1111111111101->1111111111111,0,4,1028,1156,3204,3716,3972,3973,3981,8077,8141,8173,8189,8191
331,0000000000000->0001000000000->0001000010000->0001010010000->0001010011000->1001010011000->1001010111000->1101010111000->1101010111001->1101011111001->1101111111001->1111111111001->1111111111011->1111111111111,0,512,528,656,664,4760,4792,6840,6841,6905,7161,8185,8187,8191
332,0000000000000->0000000000100->0000001000100->0000001100100->0000011100100->0000011100101->0000011101101->0000011101111->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,4,68,100,228,229,237,239,4335,4351,6399,6655,7167,8191
333,0000000000000->0100000000000->0100000010000->0100010010000->0100110010000->0110110010000->0111110010000->1111110010000->1111110011000->1111111011000->1111111111000->1111111111001->1111111111011->1111111111111,0,2048,2064,2192,2448,3472,3984,8080,8088,8152,8184,8185,8187,8191
334,0000000000000->0001000000000->1001000000000->1001000010000->1001100010000->1001100010001->1001100110001->1011100110001->1111100110001->1111100111001->1111101111001->1111111111001->1111111111011->1111111111111,0,512,4608,4624,4880,4881,4913,5937,7985,7993,8057,8185,8187,8191
335,0000000000000->0000000000001->0001000000001->1001000000001->1001010000001->1001110000001->1011110000001->1011110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,1,513,4609,4737,4993,6017,6019,8067,8075,8107,8171,8187,8191
336,0000000000000->0000000010000->0000000010100->0000100010100->0001100010100->0001100010101->1001100010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,16,20,276,788,789,4885,5013,6037,6045,8093,8157,8189,8191
337,0000000000000->0100000000000->0100001000000->0100001001000->0110001001000->0111001001000->0111011001000->0111111001000->1111111001000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,2048,2112,2120,3144,3656,3784,4040,8136,8168,8169,8171,8187,8191
338,0000000000000->0000000000100->0010000000100->0010000000101->0011000000101->0111000000101->0111100000101->0111100001101->0111100011101->0111110011101->0111111011101->0111111111101->1111111111101->1111111111111,0,4,1028,1029,1541,3589,3845,3853,3869,3997,4061,4093,8189,8191
339,0000000000000->0000010000000->0001010000000->0001010001000->0001010101000->1001010101000->1001010111000->1101010111000->1101010111001->1101110111001->1101111111001->1101111111011->1111111111011->1111111111111,0,128,640,648,680,4776,4792,6840,6841,7097,7161,7163,8187,8191
340,0000000000000->0000000000001->0001000000001->0001010000001->1001010000001->1001110000001->1011110000001->1011110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,1,513,641,4737,4993,6017,6019,8067,8075,8107,8171,8187,8191
341,0000000000000->0100000000000->0100100000000->0101100000000->0101100010000->1101100010000->1101101010000->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,2048,2304,2816,2832,6928,6992,6994,6995,7027,7035,8059,8187,8191
342,0000000000000->0000000000100->0000000000101->0000000010101->0000010010101->1000010010101->1000110010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,4,5,21,149,4245,4501,5013,6037,6045,8093,8157,8189,8191
343,0000000000000->0000100000000->0000110000000->0000110000100->0000111000100->0001111000100->0001111001100->0011111001100->1011111001100->1011111101100->1011111101101->1011111101111->1111111101111->1111111111111,0,256,384,388,452,964,972,1996,6092,6124,6125,6127,8175,8191
344,0000000000000->0001000000000->0001000010000->0001010010000->1001010010000->1001010011000->1001010111000->1101010111000->1101011111000->1101111111000->1101111111001->1101111111011->1111111111011->1111111111111,0,512,528,656,4752,4760,4792,6840,6904,7160,7161,7163,8187,8191
345,0000000000000->0000010000000->0000010010000->0000010010001->0000010011001->1000010011001->1000010011011->1000110011011->1100110011011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,128,144,145,153,4249,4251,4507,6555,7067,7099,7163,8187,8191
346,0000000000000->0000000000001->0000000000011->0000000010011->1000000010011->1000010010011->1100010010011->1100110010011->1101110010011->1101110110011->1101110111011->1101111111011->1111111111011->1111111111111,0,1,3,19,4115,4243,6291,6547,7059,7091,7099,7163,8187,8191
347,0000000000000->1000000000000->1000001000000->1000001000100->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,4096,4160,4164,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
348,0000000000000->0000000000001->1000000000001->1000000000011->1000000010011->1100000010011->1100100010011->1101100010011->1101110010011->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,1,4097,4099,4115,6163,6419,6931,7059,7123,7155,7163,8187,8191
349,0000000000000->0000000000100->0000000010100->0000001010100->0000001110100->1000001110100->1000001111100->1000001111101->1000011111101->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,4,20,84,116,4212,4220,4221,4349,4351,6399,6655,7167,8191
350,0000000000000->0000000000001->0000100000001->0000100000101->0000100010101->0001100010101->0001110010101->0011110010101->0011110011101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,1,257,261,277,789,917,1941,1949,6045,8093,8157,8189,8191
351,0000000000000->0000001000000->0000011000000->0000011000100->0001011000100->0001011001100->0001111001100->0011111001100->0011111101100->1011111101100->1011111101101->1011111101111->1111111101111->1111111111111,0,64,192,196,708,716,972,1996,2028,6124,6125,6127,8175,8191
352,0000000000000->0000001000000->0000001000100->0000101000100->0001101000100->0001101000101->1001101000101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,68,324,836,837,4933,4941,5965,5997,6125,6127,8175,8191
353,0000000000000->0000000000010->0000001000010->0000001010010->1000001010010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,2,66,82,4178,6226,6482,6994,6995,7027,7035,8059,8187,8191
354,0000000000000->0000000000100->0000000000110->0001000000110->0001100000110->0001100010110->0011100010110->0111100010110->0111100011110->0111110011110->0111111011110->0111111111110->1111111111110->1111111111111,0,4,6,518,774,790,1814,3862,3870,3998,4062,4094,8190,8191
355,0000000000000->0000001000000->0000011000000->1000011000000->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,192,4288,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
356,0000000000000->0000000000100->0000000000110->0000000010110->0100000010110->1100000010110->1100000011110->1100100011110->1101100011110->1101100011111->1101110011111->1101111011111->1101111111111->1111111111111,0,4,6,22,2070,6166,6174,6430,6942,6943,7071,7135,7167,8191
357,0000000000000->0100000000000->0101000000000->0101010000000->0101010001000->0101010101000->0101011101000->0101011111000->0101111111000->1101111111000->1101111111001->1111111111001->1111111111011->1111111111111,0,2048,2560,2688,2696,2728,2792,2808,3064,7160,7161,8185,8187,8191
358,0000000000000->0000100000000->0000100000100->0100100000100->0100110000100->0100110010100->0100111010100->0100111110100->0101111110100->0101111110101->1101111110101->1101111110111->1101111111111->1111111111111,0,256,260,2308,2436,2452,2516,2548,3060,3061,7157,7159,7167,8191
359,0000000000000->0000001000000->1000001000000->1000011000000->1000011000010->1000011010010->1100011010010->1100111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,64,4160,4288,4290,4306,6354,6610,7122,7123,7155,7163,8187,8191
360,0000000000000->0000010000000->0000010000010->0000010000110->0100010000110->0100010000111->0101010000111->0101010001111->1101010001111->1101010101111->1111010101111->1111011101111->1111011111111->1111111111111,0,128,130,134,2182,2183,2695,2703,6799,6831,7855,7919,7935,8191
361,0000000000000->0000000000010->0100000000010->0100000000011->0100010000011->0101010000011->0111010000011->1111010000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,2,2050,2051,2179,2691,3715,7811,8067,8075,8107,8171,8187,8191
362,0000000000000->0000000000010->0000100000010->0000100000011->0000100010011->1000100010011->1100100010011->1100110010011->1101110010011->1101110110011->1101111110011->1101111111011->1111111111011->1111111111111,0,2,258,259,275,4371,6419,6547,7059,7091,7155,7163,8187,8191
363,0000000000000->0000000000010->0000100000010->1000100000010->1000100000011->1000100010011->1000110010011->1100110010011->1101110010011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,2,258,4354,4355,4371,4499,6547,7059,7067,7099,7163,8187,8191
364,0000000000000->0000100000000->0000110000000->1000110000000->1001110000000->1001110100000->1011110100000->1111110100000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,256,384,4480,4992,5024,6048,8096,8104,8168,8169,8185,8187,8191
365,0000000000000->0000000010000->1000000010000->1000100010000->1000100010100->1001100010100->1001100010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,16,4112,4368,4372,4884,4885,5013,6037,6045,8093,8157,8189,8191
366,0000000000000->0000001000000->0000001000010->1000001000010->1100001000010->1100101000010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,64,66,4162,6210,6466,6482,6994,6995,7027,7035,8059,8187,8191
367,0000000000000->0000000010000->0001000010000->0001100010000->0001100010001->0011100010001->1011100010001->1011100110001->1111100110001->1111100111001->1111100111011->1111101111011->1111111111011->1111111111111,0,16,528,784,785,1809,5905,5937,7985,7993,7995,8059,8187,8191
